Area,BonusMalus,DrivAge,VehAge,VehBrand,VehPower,ClaimNb,Exposure
C,60,32,4,B12,6,0,0.08
A,90,53,5,B1,7,0,0.98
E,72,35,8,B2,4,0,0.07
D,60,33,6,B3,5,0,0.81
D,54,34,4,B1,5,0,0.53
E,50,55,0,B1,5,0,0.97
E,100,33,9,B2,7,0,0.24
D,95,35,5,B12,7,0,0.15
D,100,39,14,B2,7,0,0.64
E,51,48,14,B4,8,0,0.91
D,50,38,5,B1,7,0,1
E,85,26,0,B12,5,0,0.3
C,100,22,15,B5,4,0,0.09
D,118,25,2,B6,5,0,0.76
D,50,68,9,B2,4,0,0.08
D,50,64,5,B1,4,0,1
D,80,26,1,B12,5,0,0.06
D,50,51,1,B12,4,0,0.53
D,50,18,4,B1,7,0,0.95
D,80,34,4,B1,5,0,0.42
B,54,27,7,B2,7,0,1
D,50,36,6,B12,7,0,0.2
E,60,30,0,B2,7,0,0.51
C,50,35,3,B5,7,0,0.01
E,76,43,1,B5,5,0,0.06
D,50,39,6,B1,7,0,1
D,64,42,2,B12,6,0,0.07
C,57,33,5,B3,7,0,0.54
D,95,30,2,B12,4,0,0.74
D,90,33,2,B3,7,0,0.34
D,54,38,3,B12,7,0,0.63
C,50,44,1,B12,4,0,0.53
D,50,57,12,B2,6,0,0.26
C,50,41,1,B4,7,0,1
D,64,35,4,B3,7,1,0.52
D,50,37,10,B12,7,0,0.45
E,85,34,7,B1,5,0,0.12
C,50,32,0,B2,5,0,0.28
C,68,29,13,B3,9,0,0.08
C,60,42,4,B1,7,0,0.08
E,50,55,1,B12,4,0,0.07
E,118,32,0,B12,4,0,0.03
D,80,35,1,B12,5,0,0.8
D,90,30,2,B12,7,0,0.5
C,80,23,6,B2,5,0,0.12
E,90,35,3,B12,7,0,0.67
E,50,52,10,B1,6,0,0.03
E,80,29,3,B1,5,0,0.61
B,80,29,1,B1,7,0,0.08
D,55,53,12,B1,6,0,1
D,50,46,9,B6,6,0,0.08
D,50,37,1,B2,6,0,0.58
C,95,28,7,B12,9,0,0.03
E,60,32,14,B3,7,0,1
C,90,39,2,B12,5,0,0.74
C,50,54,5,B12,6,0,0.28
C,50,52,2,B1,7,0,0.41
D,100,34,9,B6,5,0,0.00821917808219178
D,52,36,2,B12,7,0,0.11
C,90,27,3,B2,4,0,0.11
E,50,72,1,B12,5,0,0.45
D,50,39,5,B4,8,0,1
C,57,33,0,B12,7,0,0.24
C,57,28,7,B1,6,0,0.00546448087431694
D,50,44,2,B12,7,0,0.96
C,50,37,15,B5,5,0,1
C,60,46,16,B5,4,0,0.08
C,50,37,7,B1,6,0,0.08
C,50,42,2,B1,9,0,0.58
D,50,69,12,B2,5,0,1
E,50,53,1,B2,5,0,0.83
D,64,30,3,B12,7,0,0.45
D,90,34,6,B4,5,0,0.07
D,58,49,1,B2,4,0,0.11
D,50,51,3,B12,4,0,0.12
E,50,35,10,B2,6,0,0.66
D,50,39,15,B3,10,0,0.25
D,72,28,1,B12,7,0,0.03
E,104,33,6,B3,6,0,0.86
D,83,48,10,B5,5,0,0.53
E,58,44,13,B2,7,0,1
C,72,30,7,B1,6,0,0.28
D,90,25,4,B12,4,0,0.49
E,65,68,13,B2,4,0,0.08
E,54,36,1,B12,7,1,0.5
E,51,31,1,B12,4,0,0.05
C,90,26,3,B2,5,0,1
D,75,45,4,B12,5,0,0.71
E,72,29,8,B12,9,0,0.45
C,76,35,2,B2,8,0,0.97
D,50,38,5,B5,7,0,0.98
D,80,27,10,B1,4,0,0.87
E,76,25,8,B2,9,0,0.67
D,60,28,10,B1,7,0,0.08
D,58,67,1,B12,4,0,0.04
B,50,40,12,B1,6,0,0.24
D,64,44,1,B1,9,1,0.08
E,50,29,10,B5,5,0,0.75
B,50,46,4,B12,4,0,0.63
B,72,31,0,B12,7,1,0.06
D,90,27,14,B5,10,0,0.41
E,80,42,7,B2,6,0,0.19
C,85,28,0,B12,6,0,0.51
D,68,29,10,B2,7,0,0.37
D,100,24,7,B4,5,0,0.38
B,50,39,9,B4,6,0,0.3
D,85,29,0,B12,4,0,0.13
D,95,26,9,B12,7,0,0.24
C,50,61,0,B12,8,0,0.08
C,57,35,2,B12,11,0,0.74
D,95,25,12,B3,9,0,0.82
D,72,54,13,B1,6,0,1
D,50,50,5,B4,5,0,1
D,50,66,1,B12,4,0,0.74
E,54,36,19,B1,7,0,0.32
B,54,36,13,B5,7,0,0.36
C,50,56,13,B2,6,0,0.6
D,64,33,5,B12,11,0,0.52
C,50,42,0,B12,10,0,0.25
C,60,37,8,B1,7,0,1
E,57,29,6,B3,14,0,0.16
C,95,38,1,B12,5,0,0.9
D,50,41,12,B2,7,0,1
C,50,54,14,B2,4,0,1
D,54,53,2,B1,6,0,0.08
D,68,32,6,B2,5,0,0.54
C,50,56,13,B2,7,0,1
D,50,43,4,B12,7,0,0.54
C,68,34,10,B2,5,0,0.46
E,50,41,7,B3,5,0,0.08
A,50,53,14,B4,4,0,0.15
D,50,61,6,B3,6,0,0.37
C,50,59,12,B2,7,0,1
D,68,31,8,B1,5,0,0.05
E,90,51,1,B12,6,0,0.51
D,76,29,4,B2,5,0,0.24
D,57,33,0,B12,5,0,0.07
E,76,30,8,B2,5,0,0.13
C,72,38,7,B2,8,0,0.08
E,57,44,2,B12,10,0,0.2
C,50,40,4,B4,7,0,0.8
D,50,36,2,B12,5,0,0.1
D,50,56,6,B12,5,0,0.45
C,80,34,10,B2,6,0,0.07
D,54,30,6,B12,7,0,0.74
E,80,39,1,B12,8,0,0.41
E,50,45,11,B2,4,0,0.5
D,85,28,4,B5,7,0,0.54
C,85,25,3,B1,6,0,0.28
D,58,51,3,B2,4,0,0.11
C,50,79,7,B3,5,0,0.07
E,50,44,3,B1,7,0,0.08
D,64,33,10,B1,11,0,0.57
E,50,42,6,B3,5,0,0.18
E,68,34,6,B5,5,0,0.2
D,76,30,6,B3,5,0,0.45
E,104,31,4,B3,6,1,0.29
D,51,33,8,B12,6,0,0.02
E,80,31,18,B3,5,0,0.08
C,100,30,0,B2,5,0,0.73
E,50,49,0,B12,6,0,0.08
C,50,53,0,B12,4,0,0.05
E,50,41,13,B2,9,0,0.56
C,50,42,0,B12,4,0,0.47
D,68,32,10,B1,5,0,0.24
D,76,24,2,B12,4,0,0.64
B,60,36,0,B12,6,2,0.47
B,50,57,8,B4,7,0,1
C,68,33,10,B2,5,0,0.53
C,50,34,13,B5,5,0,0.58
E,50,54,2,B12,4,0,0.37
D,95,28,0,B12,7,0,0.85
D,50,73,1,B12,4,0,0.81
D,56,57,14,B5,7,0,0.83
D,50,29,9,B2,6,0,1
D,50,39,0,B12,9,0,0.02
C,50,51,2,B2,7,0,0.58
D,76,70,13,B2,7,0,0.46
E,50,46,19,B2,7,0,0.71
A,50,44,4,B12,7,0,0.37
D,50,57,2,B4,4,0,0.24
C,50,50,0,B12,8,0,0.22
C,50,46,2,B3,8,0,0.5
B,90,28,4,B4,5,0,0.28
C,50,37,15,B1,4,0,1
C,50,53,1,B2,6,0,0.08
D,50,63,0,B2,6,0,0.28
C,72,25,1,B12,11,0,0.21
C,57,31,2,B6,7,0,0.31
D,50,42,1,B12,4,0,0.8
E,64,31,15,B1,6,0,0.13
D,72,26,2,B1,7,0,0.47
D,76,25,7,B1,6,0,0.36
D,90,23,4,B2,5,0,0.72
E,100,31,0,B12,5,0,0.59
D,50,52,0,B1,7,0,0.31
B,50,42,6,B12,6,0,0.02
D,50,45,0,B12,8,0,0.62
E,57,41,1,B12,7,0,0.96
D,95,23,1,B4,6,0,0.16
D,90,29,10,B1,4,0,0.12
D,50,39,15,B3,9,0,1
C,50,37,12,B2,7,0,0.24
E,50,49,8,B1,7,1,0.52
C,50,54,4,B12,7,0,0.53
E,57,31,9,B1,5,0,0.74
D,50,54,1,B12,4,0,0.61
E,50,43,1,B12,4,0,0.53
B,50,46,10,B12,12,0,0.74
C,50,48,0,B12,4,1,0.19
E,50,58,0,B12,4,0,0.79
D,95,42,11,B2,5,0,0.08
E,72,29,6,B1,5,0,0.31
D,50,38,0,B12,9,0,0.06
E,50,40,2,B12,4,0,0.27
E,50,69,1,B12,5,0,0.23
D,85,27,9,B2,4,0,0.06
E,106,27,1,B1,4,0,0.37
D,50,47,16,B3,5,0,0.08
D,50,55,5,B12,5,0,0.15
D,68,27,1,B3,6,0,0.08
C,55,67,0,B12,7,0,0.03
C,54,30,1,B1,5,0,0.08
C,54,31,4,B3,4,0,0.08
D,50,51,5,B2,6,0,1
D,50,48,0,B12,8,0,0.00547945205479452
E,68,29,1,B12,5,0,0.07
C,80,28,5,B2,8,0,0.41
C,50,53,1,B12,7,0,0.05
B,80,24,1,B12,4,0,0.02
E,50,52,1,B1,6,0,1
C,90,28,15,B1,9,0,0.18
C,72,32,6,B6,7,0,0.08
E,71,32,10,B2,7,1,1
E,54,56,12,B1,4,1,0.41
D,90,31,11,B2,4,0,1
E,85,30,6,B2,4,0,0.12
D,50,39,12,B2,6,0,0.41
D,50,63,3,B12,10,0,0.87
E,80,35,10,B1,6,0,0.08
D,78,40,3,B12,7,0,0.08
D,52,66,1,B12,6,0,0.54
D,90,64,2,B12,5,0,0.21
E,57,43,8,B5,7,0,0.48
D,50,66,1,B1,4,0,1
C,57,28,1,B12,5,0,0.38
D,50,58,13,B1,6,0,0.17
D,95,21,17,B1,4,0,0.86
D,80,46,1,B12,7,0,0.75
C,50,43,3,B1,6,0,1
D,50,40,10,B2,4,0,0.72
D,100,39,0,B12,4,0,0.03
C,50,55,0,B12,4,0,0.07
D,60,33,8,B1,6,0,0.45
E,50,44,1,B12,4,0,0.46
B,50,44,0,B12,9,0,0.1
C,50,62,1,B12,7,0,0.12
D,100,25,3,B12,6,0,0.15
C,50,50,4,B3,7,0,0.96
E,80,29,0,B12,7,0,0.21
C,50,54,2,B12,4,0,0.54
C,50,35,13,B1,6,0,1
D,50,41,9,B1,5,0,0.31
D,50,47,7,B1,6,0,0.73
D,50,54,0,B12,7,0,0.94
E,50,39,0,B6,7,0,0.6
C,95,26,4,B5,6,0,0.06
E,68,26,3,B12,6,0,0.03
E,80,30,3,B2,5,0,0.07
C,68,36,8,B2,7,0,0.09
C,57,28,3,B2,5,0,1
D,50,41,10,B1,10,0,0.12
D,67,38,8,B12,6,0,0.78
C,50,41,0,B3,6,0,0.23
C,62,41,1,B12,11,0,0.27
A,58,49,6,B1,6,0,1
C,50,81,9,B3,5,0,1
B,100,24,16,B3,4,0,0.36
C,100,20,8,B3,5,0,0.31
D,50,49,4,B12,7,0,0.4
D,64,31,1,B12,7,0,0.12
D,50,56,9,B1,5,0,1
D,50,46,13,B2,5,0,0.74
E,50,37,1,B3,4,0,0.9
D,59,29,7,B1,7,1,0.58
E,85,29,1,B12,4,0,0.61
D,63,33,1,B2,8,0,0.14
C,50,50,2,B12,4,0,0.18
D,76,29,3,B2,6,0,0.15
C,80,34,2,B12,12,0,0.02
E,80,23,8,B12,6,0,0.21
C,50,50,3,B12,9,0,0.05
E,50,68,3,B12,4,0,0.04
E,50,40,11,B1,6,0,0.37
C,50,41,5,B6,4,0,0.08
D,50,77,5,B12,6,0,0.78
E,85,29,13,B2,5,0,0.08
E,77,56,4,B3,5,1,1
E,76,26,1,B12,4,0,0.21
D,68,24,14,B2,5,0,1
A,50,38,2,B12,12,1,0.01
C,76,32,3,B1,7,1,0.56
D,50,59,5,B12,7,0,0.12
C,64,30,1,B12,7,0,0.7
C,50,72,14,B2,4,0,1
D,85,23,3,B2,5,0,0.48
B,58,35,16,B2,6,1,1
C,50,46,0,B12,4,0,0.09
A,50,50,4,B1,4,0,0.08
D,50,48,1,B12,10,0,0.6
C,50,47,4,B12,7,0,0.74
D,57,45,15,B2,7,0,0.08
D,90,30,0,B1,6,0,0.08
D,50,37,8,B3,5,0,0.48
D,50,40,4,B12,7,0,0.08
E,90,21,8,B2,7,0,0.17
E,51,32,2,B4,5,0,1
A,50,63,2,B12,7,0,0.45
D,50,36,11,B1,6,0,1
E,50,40,8,B2,7,0,0.07
E,50,73,5,B2,6,1,0.46
C,50,53,7,B4,5,0,0.03
D,50,33,1,B4,6,0,0.75
E,90,26,9,B2,7,0,0.08
E,76,29,3,B1,5,0,0.07
E,50,56,1,B1,4,0,1
E,54,29,4,B2,5,0,0.00273972602739726
E,50,44,7,B1,7,0,0.08
D,50,56,0,B4,11,0,0.66
D,80,27,0,B12,7,0,0.39
D,90,51,3,B12,4,0,0.7
E,72,27,5,B3,6,0,0.2
D,50,46,2,B1,4,0,0.08
C,50,47,1,B12,4,0,0.61
C,50,44,8,B6,10,0,0.19
E,57,61,15,B1,7,0,0.08
C,50,38,2,B1,7,0,1
E,50,69,4,B12,4,0,0.04
D,71,28,4,B4,5,0,0.66
E,50,50,6,B1,7,0,1
D,64,34,13,B3,4,0,0.08
C,56,56,1,B12,4,0,0.61
D,88,78,2,B12,4,0,1
C,50,41,3,B6,7,0,0.08
C,60,33,0,B12,7,0,0.05
D,68,42,9,B2,7,0,0.08
C,50,61,2,B2,7,0,1
E,50,56,3,B12,9,0,0.21
D,50,48,8,B5,4,0,0.51
E,50,37,2,B6,6,0,0.08
D,57,32,15,B2,5,0,0.78
D,112,23,7,B1,7,1,0.4
D,80,27,1,B12,4,0,0.29
C,50,52,9,B1,8,0,0.14
E,50,51,1,B12,7,0,0.5
D,60,28,1,B12,5,0,0.11
E,54,35,0,B12,7,0,0.37
C,50,64,3,B12,10,0,0.54
A,50,47,3,B2,6,0,0.99
D,50,43,9,B3,6,0,0.08
D,90,31,4,B2,6,0,0.5
D,52,70,3,B2,5,0,1
D,64,29,0,B3,4,0,0.08
E,50,38,8,B1,6,0,0.08
E,50,66,0,B12,6,0,1
E,85,32,16,B2,5,0,0.12
D,51,49,7,B1,5,0,0.04
A,50,40,0,B2,5,0,0.02
E,80,49,1,B6,5,0,0.08
E,50,48,6,B12,8,0,0.05
A,50,54,2,B12,4,0,0.78
A,125,31,14,B4,5,1,0.51
E,50,42,10,B12,10,0,0.87
D,95,25,9,B4,4,0,0.43
D,72,27,12,B1,6,0,0.33
E,60,31,3,B12,4,0,0.33
D,80,30,12,B5,5,0,0.08
E,50,67,15,B1,7,0,0.08
C,62,90,12,B6,4,1,0.06
E,50,71,2,B4,4,0,1
C,50,47,2,B1,7,0,0.05
E,67,41,12,B1,4,0,0.08
E,95,24,2,B12,4,0,0.02
D,54,26,5,B4,5,0,1
E,50,48,1,B3,5,0,0.36
E,57,30,7,B1,6,0,0.25
E,50,40,6,B1,9,0,0.24
C,100,28,7,B12,9,0,0.55
E,76,28,7,B1,7,0,0.08
C,50,49,11,B6,8,0,1.01
C,72,26,1,B12,7,0,0.2
D,50,66,3,B2,6,0,1
D,76,28,7,B1,7,0,0.12
E,80,30,9,B2,5,0,0.08
C,68,31,8,B2,6,0,0.08
A,50,46,2,B2,6,0,1
C,50,35,14,B2,6,0,0.97
C,50,43,1,B12,4,0,0.63
D,95,47,12,B1,6,0,0.08
E,50,44,2,B4,4,1,0.21
D,50,59,1,B12,8,0,0.12
C,76,26,10,B12,6,0,0.00546448087431694
E,67,30,15,B2,4,0,0.08
C,85,28,8,B2,7,0,0.42
C,64,30,10,B2,6,0,0.21
B,50,62,10,B2,7,0,0.89
B,53,37,12,B1,6,0,0.08
C,50,39,0,B12,7,0,0.52
E,72,30,2,B12,7,0,0.8
D,85,33,6,B2,6,0,0.03
D,80,26,15,B3,7,0,0.05
D,100,21,9,B3,6,0,0.13
E,57,30,0,B12,12,0,0.22
D,54,32,7,B6,6,0,0.17
D,55,40,16,B1,4,0,0.49
D,51,33,2,B12,7,0,0.4
C,50,49,7,B5,5,0,0.06
D,50,51,1,B12,4,1,0.43
C,76,24,2,B4,7,0,0.11
C,50,65,3,B1,6,0,0.08
C,80,32,10,B2,5,0,1
C,50,54,5,B12,11,0,0.7
D,64,40,7,B4,5,0,0.08
D,50,67,1,B1,12,0,0.08
D,50,36,0,B12,9,0,0.15
E,76,28,7,B1,7,0,0.08
D,68,39,1,B5,5,0,0.07
E,50,47,4,B12,4,0,0.46
D,50,43,0,B2,5,0,0.08
E,68,34,2,B3,4,2,0.08
C,50,47,4,B12,6,0,0.02
E,80,42,0,B12,5,0,0.11
C,95,27,16,B1,6,0,0.69
D,50,43,8,B4,4,0,1
D,50,72,2,B2,5,0,1
E,50,40,9,B5,4,0,1
E,50,37,3,B1,6,0,0.08
E,72,38,0,B12,11,0,0.05
E,60,31,2,B2,6,0,0.08
C,80,34,10,B12,7,0,0.96
A,71,33,10,B2,4,0,0.7
C,50,69,1,B3,7,0,0.9
C,50,35,2,B1,7,0,0.5
E,50,50,3,B12,7,0,0.37
D,50,63,2,B2,8,0,1
D,50,46,8,B5,5,0,0.5
E,51,34,1,B2,5,0,1
D,50,66,3,B1,5,0,0.07
D,90,60,14,B3,6,0,0.62
C,50,46,9,B2,4,0,0.2
C,50,58,2,B12,7,0,0.49
E,50,38,6,B1,4,0,1
C,79,35,2,B12,5,0,0.2
C,72,33,0,B12,4,0,0.85
C,76,31,0,B12,7,0,0.47
D,54,36,2,B4,12,0,0.08
D,50,43,4,B1,5,0,0.08
E,80,27,1,B12,4,0,0.87
D,50,36,10,B3,5,0,0.08
D,80,28,2,B12,6,0,0.47
D,85,36,10,B3,6,0,0.45
E,50,65,0,B2,5,0,0.08
C,50,56,5,B12,7,0,0.2
D,62,53,17,B1,6,0,0.63
D,50,45,14,B5,4,0,0.33
D,50,47,10,B1,7,0,0.44
C,50,51,0,B12,5,0,0.06
A,50,55,9,B1,6,1,0.76
C,50,48,0,B1,6,0,0.09
C,50,49,2,B2,6,0,0.54
E,76,42,7,B2,4,0,0.08
D,54,41,2,B12,7,0,0.74
E,100,33,1,B12,7,0,0.86
A,50,48,8,B2,4,0,0.24
D,50,70,11,B2,4,0,0.47
C,100,49,0,B2,6,0,0.43
E,64,27,2,B12,8,0,0.36
D,50,50,1,B3,6,0,0.08
D,50,44,3,B12,4,1,0.41
C,100,30,13,B2,10,0,0.03
C,76,61,9,B1,7,0,0.69
D,50,51,0,B3,7,0,1.1
D,55,61,0,B12,4,0,0.73
D,95,30,22,B1,10,0,0.69
D,100,28,0,B12,4,0,0.02
C,50,38,1,B12,4,0,0.09
E,62,38,6,B12,8,0,0.4
C,50,47,10,B5,4,0,1
E,64,36,10,B2,7,0,0.32
E,54,55,6,B12,9,0,0.71
C,50,48,8,B1,7,0,0.16
E,72,32,7,B5,5,0,0.31
D,54,30,13,B4,4,0,0.47
D,50,47,16,B12,8,0,1
C,57,30,7,B3,5,0,0.2
B,80,34,2,B12,4,0,0.27
B,50,37,5,B2,4,0,0.91
A,50,57,4,B2,7,0,1
D,57,36,10,B2,6,0,0.08
C,68,36,12,B2,4,0,0.08
D,54,42,5,B12,7,0,0.03
C,50,56,4,B12,5,0,0.63
C,50,59,1,B3,5,0,1
D,95,22,2,B2,9,0,0.09
D,50,50,3,B2,9,0,0.74
C,50,40,5,B12,7,0,0.07
D,50,40,6,B6,9,0,0.48
E,90,24,9,B2,8,1,0.83
D,51,36,5,B12,7,0,0.03
E,50,45,7,B12,6,1,0.67
A,67,34,2,B1,4,0,0.09
B,50,47,6,B2,7,0,0.00273972602739726
C,50,68,2,B2,5,0,1
D,51,45,1,B3,8,0,0.08
D,71,31,2,B3,6,0,0.27
C,50,48,3,B12,7,0,0.8
C,50,61,14,B3,7,0,1
D,70,65,8,B2,5,0,0.04
D,100,36,1,B12,7,0,0.45
D,50,37,2,B1,4,0,0.56
D,75,27,6,B6,6,0,0.95
E,60,31,8,B2,6,0,0.08
D,70,68,2,B2,5,0,0.00273972602739726
D,64,28,11,B3,6,0,0.08
D,50,35,0,B1,4,0,0.43
C,106,27,2,B3,7,0,0.33
C,50,48,1,B12,6,0,0.28
D,50,28,14,B2,6,0,0.16
E,72,29,5,B6,5,0,0.24
B,70,44,2,B12,4,0,0.71
D,53,41,17,B5,4,0,0.98
E,50,40,6,B3,5,0,0.08
D,76,55,10,B5,5,1,0.27
E,95,23,1,B12,4,0,0.29
C,50,49,4,B1,4,0,1
D,50,47,0,B12,7,0,0.04
E,90,29,5,B2,4,0,0.61
D,72,27,15,B1,4,0,0.58
C,68,45,1,B12,5,0,0.78
C,50,37,12,B5,7,0,0.08
E,80,43,8,B1,6,0,0.46
E,54,29,2,B2,5,0,0.96
D,72,46,12,B2,7,0,0.21
D,58,68,2,B12,4,0,0.95
D,85,27,9,B2,4,0,0.68
D,100,22,11,B1,5,0,0.04
D,50,43,17,B2,4,0,0.03
D,100,24,2,B3,5,0,0.06
E,85,30,11,B1,6,1,0.08
C,95,25,19,B3,5,0,0.67
D,50,52,5,B12,4,0,0.85
D,72,32,8,B2,7,0,0.24
B,50,44,7,B1,6,0,0.12
C,50,47,7,B1,7,0,1
D,50,59,6,B1,7,1,1
D,85,28,15,B5,10,0,0.23
E,50,39,5,B3,5,0,0.96
C,64,32,3,B6,6,0,0.08
D,50,36,7,B1,7,0,0.45
C,50,45,3,B12,4,0,0.36
C,50,36,17,B1,6,0,0.24
C,50,46,0,B12,10,1,0.04
E,50,34,4,B12,7,0,0.21
E,50,36,7,B6,4,0,0.29
D,52,37,5,B12,9,0,0.22
C,70,30,1,B12,7,0,0.12
D,51,51,1,B12,4,0,0.73
C,50,50,1,B2,5,0,0.52
E,50,48,0,B3,5,0,0.29
C,68,29,10,B4,4,0,0.95
C,50,55,0,B12,7,0,0.72
C,50,38,10,B1,6,0,0.08
E,60,31,4,B12,7,0,0.7
C,50,34,5,B12,7,0,0.08
D,59,36,0,B12,10,0,0.95
E,50,43,4,B1,7,1,0.11
D,50,38,1,B12,9,0,0.87
D,65,28,17,B2,10,0,0.00273972602739726
E,100,22,17,B2,9,0,0.31
D,100,30,0,B12,4,0,0.39
D,68,47,1,B12,8,0,0.72
D,50,59,1,B12,11,0,0.01
D,50,67,9,B1,6,0,0.96
D,64,52,13,B1,8,0,0.43
D,52,43,3,B12,11,0,0.46
D,58,44,12,B2,4,0,0.00546448087431694
E,72,26,8,B5,6,0,0.11
D,50,62,14,B2,6,0,0.08
D,50,41,3,B12,9,0,0.78
E,76,26,0,B12,4,0,0.05
D,50,49,2,B12,7,0,0.26
C,50,44,0,B12,8,0,0.06
E,50,47,0,B3,5,0,0.99
C,72,29,6,B6,5,0,0.63
D,50,50,10,B5,4,0,1
D,53,38,0,B12,12,0,0.82
E,60,35,7,B1,7,0,0.08
D,50,40,14,B3,7,0,0.16
E,59,33,15,B1,6,0,0.08
D,54,40,5,B6,8,0,0.33
E,64,34,10,B1,5,0,0.12
D,50,48,2,B12,7,0,0.03
E,76,32,13,B1,6,0,0.49
C,112,25,15,B1,4,0,0.87
E,77,55,6,B1,5,0,0.63
C,50,35,3,B3,9,0,0.08
D,100,19,2,B12,6,0,0.26
C,95,33,6,B2,4,1,0.46
C,50,48,0,B12,4,0,0.76
C,68,26,1,B12,4,0,0.29
D,50,52,6,B3,5,0,1
D,100,19,8,B2,5,0,0.27
E,72,30,14,B1,7,0,1
D,50,52,17,B1,6,0,1
C,100,39,18,B3,5,0,0.82
D,73,36,6,B2,9,0,0.08
C,50,39,1,B6,7,0,0.08
D,50,47,10,B2,4,0,0.41
D,50,47,2,B1,7,0,1
D,50,39,0,B12,9,0,0.02
D,60,46,4,B1,5,0,0.04
D,64,32,10,B1,6,0,0.5
E,66,32,11,B4,4,0,1
E,60,28,1,B12,5,0,0.45
C,50,42,5,B1,4,1,0.58
D,50,36,6,B12,5,0,0.53
E,51,46,3,B12,4,0,0.63
D,59,42,10,B3,5,0,0.71
D,50,45,0,B12,6,1,0.51
B,50,46,14,B1,6,1,0.67
E,50,35,0,B2,6,0,0.26
D,50,61,6,B6,7,0,0.08
C,64,31,8,B5,5,0,0.61
C,50,43,10,B6,4,0,0.09
E,60,49,16,B2,10,0,0.36
E,50,45,10,B1,5,0,0.08
E,76,31,3,B12,9,0,0.69
C,50,50,5,B1,4,0,1
D,71,47,6,B12,5,0,0.28
E,100,30,15,B5,7,0,0.29
E,57,27,5,B2,5,0,0.47
E,68,31,14,B5,4,0,0.44
A,57,56,1,B1,7,0,0.92
D,64,44,1,B1,9,0,0.08
E,57,34,0,B12,4,0,0.02
D,77,50,2,B4,6,0,0.07
D,50,71,2,B12,7,0,0.28
B,51,34,6,B1,6,0,0.58
D,60,28,6,B2,4,0,1
D,60,45,4,B12,5,0,0.28
C,125,27,6,B2,5,0,0.36
D,72,42,4,B12,6,0,0.7
E,57,30,8,B1,6,0,1
D,76,24,0,B12,4,0,0.07
B,50,45,3,B12,4,0,0.63
E,50,39,5,B1,7,0,1
C,80,26,1,B2,5,0,0.07
E,90,34,10,B5,5,0,0.23
E,50,37,3,B3,5,0,0.44
A,50,52,0,B12,4,0,0.06
D,50,40,13,B2,6,0,1
D,76,25,5,B3,6,0,0.8
C,50,55,5,B12,6,0,0.21
E,50,33,3,B12,6,0,0.74
C,60,34,13,B1,7,0,0.08
C,85,34,10,B1,7,0,0.15
C,58,44,4,B1,7,0,0.07
C,58,33,4,B2,8,0,0.12
D,64,33,12,B3,4,0,0.08
C,73,38,4,B1,5,0,0.36
E,68,27,1,B3,5,0,1
D,50,49,5,B3,5,0,0.76
E,50,54,5,B1,6,0,1
D,50,34,10,B4,4,0,0.71
E,64,29,17,B1,5,0,0.07
B,80,24,12,B1,6,0,0.96
D,85,29,10,B2,7,1,0.51
C,100,62,10,B6,5,0,0.12
D,70,69,3,B2,5,0,0.24
B,50,35,1,B3,7,0,0.25
D,66,41,1,B12,7,0,0.31
E,68,44,12,B2,6,0,0.49
D,57,39,12,B5,5,0,0.08
D,80,28,7,B1,7,0,0.61
E,50,61,1,B1,4,1,1
C,50,36,17,B1,7,0,0.5
D,90,26,1,B12,4,0,0.46
C,50,55,2,B12,7,0,0.78
D,50,41,4,B1,4,0,1
C,50,64,1,B1,10,0,0.51
D,74,31,1,B12,7,0,0.45
D,59,44,7,B4,4,0,1
C,71,29,7,B2,5,0,0.28
B,50,48,6,B1,11,0,1
E,86,55,15,B2,10,0,0.17
E,50,54,10,B1,7,0,0.54
D,54,32,10,B1,5,0,0.08
A,50,33,1,B12,8,0,0.67
D,100,52,1,B12,4,0,0.74
D,50,34,1,B2,5,0,0.91
D,51,39,9,B12,7,0,0.19
D,68,30,13,B1,5,1,0.06
E,80,24,1,B12,6,0,0.36
D,50,48,3,B12,7,0,0.12
D,50,40,3,B2,6,0,1.18
C,50,37,1,B12,4,0,0.15
D,68,33,3,B12,7,0,0.79
D,50,67,9,B3,6,0,0.07
E,50,37,7,B1,6,0,0.08
E,50,50,3,B12,4,0,0.29
E,50,75,4,B12,5,0,0.54
D,95,22,2,B12,4,0,0.2
C,50,35,1,B12,7,0,0.08
E,72,49,3,B2,5,0,0.49
C,67,28,4,B1,4,0,1
D,50,36,6,B1,5,0,0.71
D,50,65,1,B2,5,0,0.49
E,64,40,17,B3,6,0,0.5
D,50,65,6,B1,6,0,0.53
E,76,34,7,B2,4,0,0.08
E,60,33,2,B12,7,1,0.29
E,95,29,1,B12,6,0,0.24
E,95,29,6,B4,5,0,0.08
E,50,81,1,B12,4,0,0.58
C,90,21,4,B2,5,0,0.73
E,50,53,0,B1,4,0,0.63
D,80,25,0,B12,5,0,0.29
B,50,43,7,B1,6,1,0.96
E,64,29,6,B1,6,0,1
C,50,54,3,B2,6,0,1
D,59,51,5,B12,10,1,0.24
D,55,53,0,B12,8,0,0.01
B,50,35,3,B2,5,0,1
E,72,29,8,B1,6,0,0.24
E,60,33,0,B12,7,0,0.64
D,50,43,7,B2,5,0,0.72
D,100,23,9,B6,6,0,0.86
D,112,24,0,B12,7,0,0.67
D,125,50,16,B2,4,0,0.78
C,64,27,2,B12,4,0,0.26
D,80,26,10,B2,7,0,0.15
